step,rot_degrees,frame_ms,fps
1,9,1.56313,639.743
2,18,1.43039,699.112
3,27,1.45795,685.896
4,36,1.50698,663.578
5,45,1.51397,660.517
6,54,1.48965,671.3
7,63,1.50048,666.454
8,72,2.94633,339.406
9,81,1.75861,568.631
10,90,1.52429,656.041
11,99,1.47144,679.604
12,108,2.34889,425.733
13,117,1.50743,663.379
14,126,1.46987,680.332
15,135,1.51908,658.295
16,144,1.52638,655.146
17,153,1.55625,642.568
18,162,1.52955,653.785
19,171,1.50736,663.411
20,180,1.49102,670.681
21,189,1.50701,663.565
22,198,1.55261,644.078
23,207,1.55025,645.056
24,216,1.5383,650.068
25,225,1.51037,662.09
26,234,1.46064,684.63
27,243,1.43941,694.728
28,252,1.523,656.598
29,261,1.49456,669.094
30,270,1.48607,672.915
31,279,1.49103,670.677
32,288,2.67403,373.968
33,297,1.44836,690.436
34,306,1.44805,690.584
35,315,1.76849,565.455
36,324,1.53765,650.343
37,333,1.49095,670.713
38,342,1.45713,686.282
39,351,1.45999,684.935
40,360,1.45153,688.93
