step,rot_degrees,frame_ms,fps
1,9,121.059,8.26046
2,18,56.3342,17.7512
3,27,53.1121,18.8281
4,36,48.1122,20.7847
5,45,41.6167,24.0288
6,54,42.6484,23.4475
7,63,43.0844,23.2102
8,72,43.3711,23.0568
9,81,42.7939,23.3678
10,90,42.023,23.7965
11,99,41.8762,23.8799
12,108,41.1522,24.3001
13,117,40.6427,24.6046
14,126,42.2859,23.6485
15,135,43.2115,23.142
16,144,42.7538,23.3897
17,153,41.9823,23.8196
18,162,40.9963,24.3924
19,171,40.2801,24.8261
20,180,42.1114,23.7465
21,189,44.0877,22.6821
22,198,46.5899,21.4639
23,207,50.2933,19.8834
24,216,52.1738,19.1667
25,225,54.8416,18.2343
26,234,56.8099,17.6026
27,243,57.7142,17.3267
28,252,57.8164,17.2961
29,261,57.9779,17.248
30,270,57.1829,17.4877
31,279,57.1561,17.496
32,288,57.2655,17.4625
33,297,57.1096,17.5102
34,306,55.057,18.163
35,315,48.5762,20.5862
36,324,45.3001,22.075
37,333,44.7567,22.343
38,342,48.8848,20.4563
39,351,46.9654,21.2923
40,360,45.3381,22.0565
