# Bounding Box Culling
Frame,Frame (ms),FPS
116,70.23,14.24
117,70.21,14.24
118,72.24,13.84
119,71.88,13.91
120,71.71,13.95
121,73.42,13.62
122,73.34,13.63
123,74.51,13.42
124,75.18,13.30
125,75.74,13.20
126,74.60,13.40
127,76.62,13.05
128,79.96,12.51
129,77.73,12.87
130,79.68,12.55
131,78.98,12.66
132,79.50,12.58
133,78.96,12.66
134,78.20,12.79
135,77.95,12.83
136,78.43,12.75
137,77.07,12.98
138,76.78,13.02
139,77.08,12.97
140,77.07,12.97
141,76.66,13.04
142,75.94,13.17
143,76.02,13.15
144,77.26,12.94
145,75.32,13.28
146,75.91,13.17
147,75.13,13.31
148,74.99,13.34
149,75.55,13.24
150,75.73,13.20
151,75.72,13.21
152,75.53,13.24
153,75.58,13.23
154,76.77,13.03
155,76.37,13.09
156,75.45,13.25
157,76.44,13.08
158,76.94,13.00
159,76.71,13.04
160,76.69,13.04
161,74.38,13.44
162,74.49,13.42
163,73.64,13.58
164,71.66,13.95
165,72.39,13.81
166,72.13,13.86
167,71.24,14.04
168,70.31,14.22
169,70.15,14.25
170,68.47,14.60
171,68.79,14.54
172,69.87,14.31
173,67.53,14.81
174,67.53,14.81
175,67.22,14.88
176,66.94,14.94
177,66.40,15.06
178,63.92,15.64
179,64.98,15.39
180,65.36,15.30
181,62.57,15.98
182,64.94,15.40
183,63.79,15.68
184,63.42,15.77
185,61.22,16.34
186,61.66,16.22
187,60.71,16.47
188,61.37,16.29
189,61.28,16.32
190,61.10,16.37
191,60.58,16.51
192,60.41,16.55
193,61.72,16.20
194,60.92,16.42
195,61.27,16.32
196,60.39,16.56
197,57.79,17.30
198,57.43,17.41
199,55.87,17.90
200,55.60,17.99

# KD tree
Frame,Frame (ms),FPS
1,93.75,10.67
2,91.54,10.92
3,90.88,11.00
4,91.45,10.94
5,92.13,10.85
6,92.56,10.80
7,93.09,10.74
8,93.85,10.66
9,95.14,10.51
10,95.80,10.44
11,97.06,10.30
12,99.40,10.06
13,100.53,9.95
14,101.22,9.88
15,102.84,9.72
16,104.09,9.61
17,105.68,9.46
18,106.94,9.35
19,107.43,9.31
20,107.40,9.31
21,107.13,9.33
22,106.96,9.35
23,106.28,9.41
24,105.89,9.44
25,105.46,9.48
26,105.99,9.43
27,105.02,9.52
28,104.72,9.55
29,104.12,9.60
30,103.81,9.63
31,103.69,9.64
32,103.92,9.62
33,103.90,9.62
34,104.19,9.60
35,104.12,9.60
36,105.01,9.52
37,104.30,9.59
38,104.37,9.58
39,103.94,9.62
40,104.00,9.62
41,103.96,9.62
42,104.11,9.61
43,104.39,9.58
44,104.67,9.55
45,106.54,9.39
46,108.99,9.17
47,105.78,9.45
48,106.59,9.38
49,108.01,9.26
50,107.80,9.28
51,108.22,9.24
52,130.19,7.68
53,143.17,6.98
54,127.45,7.85
55,108.54,9.21
56,110.33,9.06
57,110.43,9.06
58,110.98,9.01
59,111.96,8.93
60,112.91,8.86
61,114.23,8.75
62,115.01,8.69
63,116.01,8.62
