step,rot_degrees,frame_ms,fps
1,3.6,8.12156,123.129
2,7.2,14.0322,71.2647
3,10.8,7.85457,127.314
4,14.4,8.58436,116.491
5,18,7.50778,133.195
6,21.6,7.68262,130.164
7,25.2,7.40308,135.079
8,28.8,7.42709,134.642
9,32.4,7.09585,140.928
10,36,6.85482,145.883
11,39.6,6.69399,149.388
12,43.2,6.57122,152.179
13,46.8,6.66353,150.071
14,50.4,6.50316,153.771
15,54,6.36501,157.109
16,57.6,6.30698,158.555
17,61.2,6.83207,146.369
18,64.8,5.84768,171.008
19,68.4,5.5905,178.875
20,72,5.34008,187.263
21,75.6,4.94709,202.139
22,79.2,4.69297,213.085
23,82.8,3.68674,271.242
24,86.4,2.82837,353.56
25,90,1.16404,859.077
26,93.6,2.02728,493.272
27,97.2,2.75252,363.304
28,100.8,3.48554,286.9
29,104.4,4.09776,244.036
30,108,4.69204,213.127
31,111.6,4.96122,201.563
32,115.2,5.34272,187.171
33,118.8,5.63746,177.385
34,122.4,5.96905,167.531
35,126,6.194,161.446
36,129.6,6.30317,158.65
37,133.2,6.34888,157.508
38,136.8,6.46271,154.734
39,140.4,6.43944,155.293
40,144,6.58482,151.865
41,147.6,6.68719,149.54
42,151.2,7.06892,141.464
43,154.8,7.12898,140.273
44,158.4,7.18916,139.098
45,162,7.21782,138.546
46,165.6,7.31536,136.699
47,169.2,7.36795,135.723
48,172.8,7.34935,136.066
49,176.4,7.40758,134.997
50,180,7.44402,134.336
51,183.6,7.28654,137.239
52,187.2,7.62806,131.095
53,190.8,7.2453,138.021
54,194.4,7.07524,141.338
55,198,6.87603,145.433
56,201.6,6.77267,147.652
57,205.2,6.86653,145.634
58,208.8,6.74934,148.163
59,212.4,6.75682,147.999
60,216,6.58234,151.922
61,219.6,6.52075,153.357
62,223.2,6.43232,155.465
63,226.8,6.3353,157.846
64,230.4,6.11817,163.448
65,234,5.8159,171.943
66,237.6,5.61773,178.008
67,241.2,5.27681,189.508
68,244.8,4.84989,206.19
69,248.4,4.57353,218.65
70,252,4.24931,235.332
71,255.6,3.69649,270.527
72,259.2,3.20407,312.103
73,262.8,2.64008,378.776
74,266.4,1.91013,523.525
75,270,1.17953,847.795
76,273.6,2.27329,439.891
77,277.2,2.95755,338.118
78,280.8,3.79412,263.566
79,284.4,4.06504,246
80,288,4.6249,216.221
81,291.6,4.8884,204.566
82,295.2,5.29041,189.021
83,298.8,5.57973,179.22
84,302.4,6.01539,166.24
85,306,6.16146,162.299
86,309.6,6.40938,156.021
87,313.2,6.732,148.544
88,316.8,6.74336,148.294
89,320.4,6.794,147.189
90,324,7.08204,141.202
91,327.6,7.15982,139.668
92,331.2,7.12905,140.271
93,334.8,7.26358,137.673
94,338.4,7.28343,137.298
95,342,7.16286,139.609
96,345.6,7.4248,134.684
97,349.2,7.63685,130.944
98,352.8,7.66884,130.398
99,356.4,7.68103,130.191
100,360,7.85386,127.326
