step,rot_degrees,frame_ms,fps
1,3.6,26.1371,38.2597
2,7.2,31.9616,31.2875
3,10.8,25.4403,39.3077
4,14.4,25.0803,39.8719
5,18,24.6979,40.4892
6,21.6,23.8233,41.9757
7,25.2,23.4488,42.6461
8,28.8,23.2557,43.0001
9,32.4,22.7302,43.9944
10,36,22.0345,45.3834
11,39.6,21.4374,46.6475
12,43.2,21.3733,46.7873
13,46.8,19.8326,50.422
14,50.4,19.067,52.4467
15,54,18.2038,54.9335
16,57.6,17.2637,57.9251
17,61.2,16.1983,61.7347
18,64.8,15.1348,66.0728
19,68.4,14.052,71.1642
20,72,12.7589,78.3767
21,75.6,11.2519,88.8741
22,79.2,9.99371,100.063
23,82.8,8.74445,114.358
24,86.4,7.79297,128.321
25,90,4.11879,242.79
26,93.6,7.78531,128.447
27,97.2,8.63536,115.803
28,100.8,9.97888,100.212
29,104.4,11.3039,88.4652
30,108,12.381,80.7691
31,111.6,13.7842,72.5467
32,115.2,14.7785,67.6659
33,118.8,16.075,62.2085
34,122.4,17.3317,57.6977
35,126,18.3582,54.4716
36,129.6,19.2531,51.9398
37,133.2,21.0013,47.6162
38,136.8,21.347,46.8451
39,140.4,22.5244,44.3963
40,144,22.5759,44.295
41,147.6,23.0271,43.4272
42,151.2,23.3686,42.7924
43,154.8,23.879,41.8778
44,158.4,24.4473,40.9043
45,162,25.2384,39.6222
46,165.6,25.6355,39.0084
47,169.2,25.9474,38.5395
48,172.8,26.301,38.0213
49,176.4,26.2419,38.107
50,180,26.3855,37.8996
51,183.6,26.0374,38.4063
52,187.2,25.8772,38.644
53,190.8,25.7081,38.8983
54,194.4,25.3186,39.4966
55,198,24.8307,40.2726
56,201.6,24.0729,41.5404
57,205.2,24.057,41.5679
58,208.8,23.2638,42.9852
59,212.4,22.7799,43.8983
60,216,22.3312,44.7804
61,219.6,21.686,46.1127
62,223.2,20.8442,47.975
63,226.8,19.876,50.312
64,230.4,18.9726,52.7075
65,234,18.1612,55.0623
66,237.6,17.2239,58.0588
67,241.2,16.1519,61.9123
68,244.8,14.952,66.8807
69,248.4,13.9415,71.7281
70,252,12.675,78.8953
71,255.6,11.4927,87.0118
72,259.2,10.1622,98.4036
73,262.8,9.09644,109.933
74,266.4,7.72054,129.525
75,270,3.52923,283.348
76,273.6,7.76301,128.816
77,277.2,8.70095,114.93
78,280.8,10.1038,98.9728
79,284.4,11.3631,88.0039
80,288,13.3957,74.651
81,291.6,13.8481,72.2123
82,295.2,14.8306,67.4281
83,298.8,15.9551,62.6757
84,302.4,16.9326,59.0575
85,306,18.2569,54.7737
86,309.6,19.0781,52.4162
87,313.2,20.1564,49.6121
88,316.8,21.1728,47.2305
89,320.4,22.3834,44.676
90,324,22.4856,44.4729
91,327.6,22.9891,43.4989
92,331.2,23.4166,42.7048
93,334.8,23.6742,42.2401
94,338.4,24.0651,41.5539
95,342,24.6763,40.5247
96,345.6,25.1816,39.7115
97,349.2,25.4718,39.2591
98,352.8,25.7719,38.802
99,356.4,25.7787,38.7917
100,360,25.8109,38.7434
