# Bounding Box Culling
Frame,Frame (ms),FPS
1,1.61,622.92
2,1.61,621.88
3,1.51,662.32
4,1.63,612.82
5,1.82,549.26
6,1.75,572.14
7,1.83,547.73
8,1.78,562.31
9,1.82,548.97
10,1.79,557.42
11,1.82,548.97
12,1.79,560.03
13,1.79,559.99
14,1.79,557.56
15,1.83,545.29
16,1.80,556.78
17,1.86,537.40
18,1.83,547.02
19,1.83,545.36
20,1.83,545.79
21,1.83,547.75
22,1.79,558.48
23,1.83,545.77
24,1.76,568.03
25,2.22,449.80
26,1.84,544.70
27,1.82,549.64
28,1.79,557.41
29,1.82,547.96
30,1.79,558.99
31,1.78,561.07
32,1.81,552.01
33,1.81,552.77
34,1.80,557.05
35,1.81,553.92
36,1.79,557.64
37,1.73,576.84
38,1.78,560.36
39,1.82,550.85
40,1.78,562.86
41,1.77,564.69
42,1.75,571.92
43,1.76,567.08
44,1.71,586.47
45,1.94,514.74
46,1.76,567.35
47,1.76,567.09
48,1.66,600.61
49,1.73,579.37
50,1.72,579.73
51,1.76,568.82
52,1.72,582.09
53,1.69,590.25
54,1.72,580.71
55,1.76,568.74
56,1.73,579.34
57,1.76,568.48
58,1.76,568.26
59,1.73,578.51
60,1.76,567.95
61,1.73,578.19
62,1.75,572.84
63,1.77,565.90
64,1.74,574.14
65,1.76,567.28
66,1.77,564.70
67,1.75,572.59
68,1.77,564.72
69,1.77,565.13
70,1.72,580.41
71,2.07,484.00
72,1.77,564.88
73,1.73,577.20
74,1.77,566.44
75,1.77,566.56
76,1.74,574.43
77,1.76,566.76
78,1.73,578.50
79,1.75,571.81
80,1.77,565.79
81,1.74,576.24
82,1.74,573.69
83,1.76,567.25
84,1.79,558.21
85,1.70,589.18
86,1.78,561.98
87,1.72,580.02
88,1.74,574.26
89,1.69,591.08
90,1.95,513.13
91,1.74,574.51
92,1.76,569.43
93,1.68,595.19
94,1.72,581.24
95,1.73,577.27
96,3.82,262.06
97,3.76,265.82
98,3.75,266.38
99,3.77,265.40
100,3.71,269.59

# t culling
Frame,Frame (ms),FPS
1,1.49,672.77
2,1.44,695.33
3,1.55,644.82
4,1.55,646.36
5,1.67,599.42
6,1.67,600.05
7,1.75,572.99
8,1.77,564.23
9,1.72,581.32
10,1.73,579.61
11,1.66,601.31
12,1.72,579.95
13,1.73,579.65
14,1.66,601.53
15,2.05,488.83
16,1.66,602.58
17,1.66,601.53
18,1.65,604.76
19,1.68,596.59
20,1.65,607.62
21,1.66,600.78
22,1.64,610.45
23,1.64,608.09
24,2.06,485.33
25,1.63,611.91
26,1.63,613.57
27,1.63,613.19
28,1.63,613.84
29,1.65,606.96
30,1.62,619.18
31,1.65,607.58
32,1.65,606.73
33,1.61,620.62
34,1.60,623.56
35,1.60,624.26
36,1.66,602.50
37,1.67,600.60
38,1.64,608.65
39,1.62,617.21
40,1.58,632.12
41,1.65,604.63
42,1.58,633.22
43,1.60,624.51
44,1.76,568.44
45,1.57,637.31
46,1.58,634.00
47,1.53,651.98
48,1.60,626.61
49,1.59,629.27
50,1.60,625.38
51,1.63,614.11
52,1.59,627.09
53,1.57,637.91
54,1.57,637.35
55,1.63,611.75
56,1.61,621.51
57,1.64,609.04
58,1.57,636.93
59,1.58,631.93
60,1.64,610.34
61,1.64,609.84
62,1.64,611.33
63,1.57,635.48
64,1.64,609.37
65,1.64,610.61
66,1.65,606.17
67,1.64,609.38
68,1.60,625.81
69,1.67,600.01
70,1.96,509.14
71,1.59,629.98
72,1.59,629.35
73,1.67,599.78
74,1.59,628.07
75,1.59,628.73
76,1.60,625.88
77,1.61,619.32
78,1.60,624.10
79,1.61,619.63
80,1.65,607.12
81,1.62,616.75
82,1.72,581.11
83,1.66,601.89
84,1.68,594.62
85,1.62,617.09
86,1.65,605.01
87,1.66,603.86
88,1.63,615.22
89,1.89,529.85
90,1.66,602.02
91,1.66,602.16
92,1.58,633.16
93,1.63,614.02
94,1.63,613.63
95,1.60,625.63
96,3.57,280.06
97,3.68,271.88
98,3.64,274.74
99,3.57,280.41
100,3.60,278.13

# KD tree
Frame,Frame (ms),FPS
1,1.38,722.60
2,1.48,675.71
3,1.41,707.84
4,1.48,674.63
5,1.45,687.59
6,1.48,673.59
7,1.47,678.09
8,1.43,701.65
9,1.64,611.45
10,1.66,603.23
11,1.62,616.79
12,1.63,612.47
13,1.66,602.05
14,1.59,627.83
15,1.63,612.86
16,1.61,622.91
17,1.63,612.37
18,1.59,629.06
19,1.72,582.68
20,1.62,618.08
21,1.56,641.28
22,1.57,636.11
23,2.03,492.60
24,1.57,637.46
25,1.56,639.31
26,1.66,601.17
27,1.60,625.86
28,1.58,631.08
29,1.59,627.76
30,1.60,625.63
31,1.59,627.76
32,1.58,632.68
33,1.58,633.12
34,1.58,632.47
35,1.58,634.62
36,1.61,621.47
37,1.57,638.50
38,1.53,653.39
39,1.51,663.39
40,1.59,629.70
41,1.56,640.23
42,1.54,649.94
43,1.80,554.48
44,1.55,644.77
45,1.54,649.96
46,1.48,677.18
47,1.56,642.58
48,1.55,645.78
49,1.56,642.60
50,1.54,650.20
51,1.55,647.04
52,1.56,639.20
53,1.58,634.01
54,1.59,628.86
55,1.57,637.47
56,1.51,660.57
57,1.56,642.89
58,1.57,635.24
59,1.56,638.99
60,1.56,641.69
61,1.54,650.40
62,1.54,650.39
63,1.53,652.43
64,1.51,660.91
65,1.56,640.47
66,1.57,636.90
67,1.61,622.72
68,1.57,636.33
69,1.88,531.69
70,1.60,625.29
71,1.60,625.00
72,1.58,631.36
73,1.52,657.89
74,1.59,628.41
75,1.59,629.50
76,1.58,632.18
77,1.59,627.67
78,1.59,630.51
79,1.58,634.04
80,1.60,623.83
81,1.62,617.81
82,1.55,643.12
83,1.54,647.78
84,1.57,636.35
85,1.60,626.85
86,1.57,636.95
87,1.57,636.03
88,1.80,556.84
89,1.60,623.24
90,1.62,616.20
91,1.52,655.93
92,1.60,623.40
93,1.62,615.82
94,1.61,622.60
95,1.58,631.89
96,1.55,645.38
97,1.60,623.35
98,1.60,623.99
99,1.61,621.74
100,3.95,253.15

