step,rot_degrees,frame_ms,fps
1,9,140.092,7.13819
2,18,136.274,7.33817
3,27,122.107,8.18955
4,36,117.009,8.54637
5,45,102.652,9.74164
6,54,103.416,9.66972
7,63,105.704,9.46038
8,72,106.109,9.42425
9,81,127.752,7.82768
10,90,106.525,9.3875
11,99,110.802,9.02509
12,108,107.272,9.32206
13,117,107.235,9.32532
14,126,104.61,9.55933
15,135,104.389,9.57956
16,144,108.794,9.1917
17,153,112.641,8.87776
18,162,122.804,8.14305
19,171,136.061,7.34962
20,180,153.818,6.50121
21,189,172.728,5.78945
22,198,190.636,5.2456
23,207,203.725,4.90857
24,216,211.932,4.7185
25,225,216.447,4.62006
26,234,218.352,4.57977
27,243,220.426,4.53666
28,252,217.982,4.58753
29,261,215.597,4.63828
30,270,209.545,4.77224
31,279,211.588,4.72618
32,288,213.783,4.67765
33,297,213.091,4.69283
34,306,211.895,4.71931
35,315,208.497,4.79623
36,324,203.881,4.90482
37,333,196.389,5.09192
38,342,184.453,5.42143
39,351,169.514,5.89921
40,360,149.53,6.68762
