# Bounding Box Culling
Frame,Frame (ms),FPS
1,7.90,126.63
2,7.66,130.62
3,7.96,125.70
4,7.40,135.16
5,7.19,139.03
6,7.02,142.37
7,6.96,143.70
8,6.99,143.00
9,6.57,152.30
10,6.39,156.51
11,6.58,151.88
12,6.23,160.63
13,6.02,166.24
14,6.32,158.12
15,5.85,170.96
16,6.07,164.75
17,5.95,168.08
18,5.83,171.66
19,5.67,176.50
20,5.52,181.32
21,5.44,183.95
22,5.15,194.15
23,5.00,200.05
24,4.92,203.06
25,4.66,214.37
26,4.50,222.44
27,4.40,227.47
28,4.19,238.80
29,3.92,255.26
30,3.78,264.88
31,3.61,277.20
32,3.44,290.85
33,3.28,304.88
34,3.14,318.97
35,3.03,329.95
36,2.86,349.17
37,2.83,353.11
38,2.78,359.57
39,2.68,372.46
40,2.77,360.81
41,2.45,407.95
42,2.45,407.69
43,2.36,423.29
44,2.64,379.37
45,2.28,439.16
46,2.23,447.60
47,2.10,475.92
48,2.11,472.93
49,1.97,508.90
50,1.85,541.42
51,1.88,531.54
52,1.87,535.56
53,1.97,507.83
54,2.02,493.98
55,2.01,498.30
56,2.17,460.35
57,2.19,456.43
58,2.18,458.74
59,2.23,448.26
60,2.36,423.81
61,2.40,416.97
62,2.48,402.60
63,2.60,384.49
64,2.62,382.38
65,2.73,366.58
66,2.81,355.55
67,2.85,350.34
68,2.95,338.55
69,3.11,321.84
70,3.16,316.71
71,3.33,300.52
72,3.42,292.60
73,3.63,275.85
74,3.80,263.07
75,4.07,245.54
76,4.12,242.64
77,4.29,232.87
78,4.46,224.23
79,4.56,219.11
80,4.90,203.97
81,5.12,195.30
82,4.96,201.62
83,5.21,192.09
84,5.17,193.53
85,5.81,172.08
86,5.31,188.24
87,5.63,177.68
88,5.74,174.36
89,5.77,173.21
90,5.77,173.35
91,5.90,169.35
92,6.07,164.75
93,6.13,163.06
94,6.25,160.01
95,6.48,154.44
96,6.50,153.95
97,6.59,151.65
98,6.66,150.21
99,6.88,145.28
100,7.26,137.69

# t culling
Frame,Frame (ms),FPS
1,7.45,134.32
2,7.21,138.74
3,7.59,131.74
4,6.98,143.23
5,6.80,147.03
6,6.62,151.05
7,6.57,152.15
8,6.69,149.58
9,6.13,163.24
10,5.92,168.78
11,6.25,159.89
12,5.88,169.93
13,5.65,176.84
14,6.02,166.05
15,5.52,181.12
16,5.80,172.38
17,5.73,174.57
18,5.59,178.96
19,5.37,186.15
20,5.22,191.60
21,5.47,182.77
22,4.85,206.25
23,4.67,214.35
24,4.64,215.64
25,4.31,231.81
26,4.14,241.27
27,4.04,247.57
28,3.83,261.02
29,3.56,281.20
30,3.47,288.19
31,3.23,309.40
32,3.08,324.30
33,2.95,339.18
34,2.73,365.64
35,2.60,384.20
36,2.46,406.00
37,2.46,406.48
38,2.31,432.00
39,2.25,444.72
40,2.38,420.69
41,2.00,500.64
42,1.93,518.77
43,1.91,524.78
44,2.28,437.69
45,1.74,573.73
46,1.67,599.66
47,1.60,624.84
48,1.52,656.62
49,1.44,694.61
50,1.39,717.79
51,1.34,748.37
52,1.40,715.97
53,1.46,684.57
54,1.52,659.09
55,1.57,636.56
56,1.68,596.94
57,1.71,585.20
58,1.77,563.69
59,1.81,552.76
60,1.96,509.58
61,2.06,484.71
62,2.08,481.67
63,2.20,455.14
64,2.27,441.34
65,2.37,422.68
66,2.47,405.06
67,2.54,394.02
68,2.67,373.85
69,2.84,351.51
70,2.93,341.47
71,3.06,326.37
72,3.22,310.53
73,3.43,291.65
74,3.62,275.99
75,3.87,258.54
76,3.89,256.76
77,4.07,245.86
78,4.27,234.03
79,4.42,226.24
80,4.71,212.10
81,4.92,203.41
82,4.75,210.47
83,5.04,198.29
84,5.02,199.08
85,5.77,173.43
86,5.11,195.66
87,5.87,170.33
88,5.60,178.70
89,5.61,178.19
90,5.56,180.01
91,5.71,175.24
92,5.86,170.53
93,5.93,168.72
94,6.03,165.78
95,6.23,160.54
96,6.25,160.10
97,6.39,156.40
98,6.40,156.19
99,6.62,151.00
100,6.96,143.72

