# Bounding Box Culling
Frame,Frame (ms),FPS
1,15.23,65.65
2,13.55,73.80
3,13.46,74.32
4,13.32,75.08
5,13.24,75.52
6,13.48,74.18
7,13.60,73.51
8,13.64,73.34
9,13.46,74.29
10,13.97,71.56
11,13.26,75.44
12,13.01,76.88
13,13.02,76.81
14,12.30,81.33
15,14.21,70.38
16,11.68,85.59
17,11.15,89.67
18,10.72,93.29
19,10.64,93.96
20,10.11,98.88
21,10.00,99.98
22,9.81,101.93
23,9.90,101.06
24,10.03,99.67
25,10.43,95.84
26,10.96,91.20
27,11.67,85.71
28,12.30,81.32
29,12.88,77.62
30,13.73,72.83
31,14.10,70.93
32,14.80,67.58
33,15.51,64.47
34,16.96,58.98
35,17.08,58.56
36,17.98,55.61
37,18.37,54.44
38,18.85,53.05
39,19.32,51.76
40,19.84,50.39
41,20.47,48.85
42,20.68,48.35
43,21.10,47.40
44,21.51,46.49
45,21.81,45.84
46,22.07,45.31
47,22.38,44.69
48,22.64,44.17
49,22.84,43.78
50,23.00,43.47
51,23.21,43.09
52,23.31,42.91
53,23.65,42.28
54,23.16,43.18
55,23.05,43.38
56,22.95,43.58
57,22.96,43.56
58,22.97,43.53
59,23.97,41.72
60,23.14,43.21
61,22.94,43.60
62,22.57,44.31
63,22.37,44.70
64,22.10,45.24
65,21.84,45.78
66,21.47,46.57
67,21.13,47.32
68,20.70,48.30
69,20.26,49.35
70,19.85,50.38
71,19.30,51.82
72,18.91,52.90
73,18.38,54.40
74,17.86,55.99
75,17.21,58.11
76,16.63,60.15
77,15.94,62.73
78,15.30,65.37
79,14.57,68.63
80,13.88,72.02

# t culling
Frame,Frame (ms),FPS
1,11.11,90.03
2,11.19,89.37
3,11.23,89.05
4,11.20,89.28
5,11.12,89.89
6,11.18,89.44
7,11.64,85.87
8,11.74,85.20
9,11.18,89.48
10,10.98,91.08
11,10.74,93.13
12,10.34,96.69
13,10.36,96.52
14,9.67,103.36
15,9.35,106.94
16,9.06,110.34
17,8.77,114.02
18,8.43,118.65
19,8.10,123.52
20,7.90,126.54
21,7.86,127.26
22,7.90,126.59
23,8.09,123.59
24,8.24,121.40
25,8.64,115.68
26,9.17,109.00
27,9.68,103.30
28,10.06,99.37
29,10.51,95.12
30,11.24,88.94
31,11.48,87.10
32,12.00,83.36
33,12.45,80.34
34,13.03,76.74
35,13.76,72.66
36,14.47,69.09
37,14.97,66.79
38,15.47,64.63
39,15.87,63.00
40,16.15,61.92
41,16.36,61.14
42,16.98,58.91
43,17.32,57.74
44,17.74,56.36
45,18.17,55.03
46,18.58,53.81
47,18.86,53.02
48,19.04,52.53
49,19.14,52.25
50,19.23,52.00
51,19.38,51.61
52,19.44,51.44
53,19.80,50.52
54,19.49,51.30
55,19.44,51.44
56,19.35,51.68
57,19.36,51.66
58,19.10,52.37
59,19.19,52.11
60,19.10,52.35
61,18.95,52.78
62,19.05,52.49
63,18.75,53.35
64,18.52,54.00
65,18.48,54.12
66,17.71,56.45
67,17.34,57.67
68,16.99,58.87
69,16.59,60.27
70,16.45,60.80
71,16.27,61.48
72,15.77,63.40
73,15.30,65.37
74,14.74,67.86
75,14.03,71.25
76,13.38,74.72
77,13.51,74.04
78,12.62,79.22
79,12.17,82.20
80,11.62,86.04

# KD tree
Frame,Frame (ms),FPS
1,14.20,70.42
2,14.23,70.25
3,14.10,70.92
4,14.02,71.35
5,14.03,71.26
6,13.99,71.47
7,14.07,71.07
8,13.92,71.82
9,14.63,68.36
10,14.08,71.02
11,14.22,70.31
12,14.26,70.11
13,14.71,67.97
14,14.43,69.30
15,14.61,68.46
16,14.76,67.75
17,14.94,66.95
18,15.09,66.29
19,15.18,65.87
20,15.30,65.37
21,15.45,64.74
22,15.62,64.01
23,15.82,63.21
24,16.26,61.50
25,16.33,61.25
26,16.50,60.61
27,16.71,59.84
28,16.87,59.29
29,17.32,57.74
30,17.59,56.86
31,17.58,56.89
32,17.74,56.37
33,17.80,56.18
34,17.95,55.72
35,18.14,55.13
36,18.29,54.67
37,18.36,54.48
38,18.39,54.39
39,18.63,53.67
40,18.36,54.47
41,18.25,54.78
42,18.08,55.30
43,17.91,55.85
44,17.75,56.35
45,17.58,56.88
46,17.50,57.16
47,17.34,57.67
48,17.09,58.51
49,16.84,59.39
50,16.61,60.22
51,16.45,60.79
52,16.28,61.41
53,16.55,60.42
54,16.17,61.85
55,16.18,61.80
56,16.17,61.84
57,16.31,61.30
58,16.38,61.03
59,16.54,60.47
60,16.73,59.79
61,16.92,59.09
62,17.09,58.52
63,17.28,57.88
64,17.47,57.25
65,17.56,56.95
66,17.59,56.86
67,17.86,55.98
68,18.66,53.60
69,18.34,54.53
70,18.62,53.71
71,18.33,54.55
72,18.29,54.68
73,18.29,54.67
74,18.21,54.92
75,17.89,55.90
76,17.68,56.57
77,17.52,57.07
78,17.38,57.52
79,17.13,58.38
80,16.95,59.00

