step,rot_degrees,frame_ms,fps
1,9,64.0185,15.6205
2,18,53.0965,18.8336
3,27,55.109,18.1459
4,36,47.7673,20.9348
5,45,48.5105,20.6141
6,54,43.2025,23.1468
7,63,44.883,22.2801
8,72,46.4073,21.5483
9,81,47.7825,20.9281
10,90,46.9745,21.2881
11,99,47.4029,21.0957
12,108,45.6094,21.9253
13,117,45.8324,21.8186
14,126,42.7459,23.394
15,135,40.4185,24.7411
16,144,40.8268,24.4937
17,153,41.2588,24.2373
18,162,44.8461,22.2985
19,171,50.0278,19.9889
20,180,57.6147,17.3567
21,189,62.7447,15.9376
22,198,65.0883,15.3637
23,207,69.3767,14.4141
24,216,68.0065,14.7045
25,225,72.7651,13.7428
26,234,74.7336,13.3809
27,243,77.3077,12.9353
28,252,77.4778,12.9069
29,261,77.1932,12.9545
30,270,75.6377,13.2209
31,279,76.0896,13.1424
32,288,75.7644,13.1988
33,297,74.6119,13.4027
34,306,71.5247,13.9812
35,315,69.1439,14.4626
36,324,64.7514,15.4437
37,333,65.3909,15.2926
38,342,61.9642,16.1384
39,351,60.8707,16.4283
40,360,55.7788,17.928
