# Bounding Box Culling
Frame,Frame (ms),FPS
1,11.25,88.87
2,9.99,100.06
3,8.74,114.36
4,7.79,128.32
5,4.12,242.79
6,7.79,128.45
7,8.64,115.80
8,9.98,100.21
9,11.30,88.47
10,12.38,80.77
11,13.78,72.55
12,14.78,67.67
13,16.07,62.21
14,17.33,57.70
15,18.36,54.47
16,19.25,51.94
17,21.00,47.62
18,21.35,46.85
19,22.52,44.40
20,22.58,44.30
21,23.03,43.43
22,23.37,42.79
23,23.88,41.88
24,24.45,40.90
25,25.24,39.62
26,25.64,39.01
27,25.95,38.54
28,26.30,38.02
29,26.24,38.11
30,26.39,37.90
31,26.04,38.41
32,25.88,38.64
33,25.71,38.90
34,25.32,39.50
35,24.83,40.27
36,24.07,41.54
37,24.06,41.57
38,23.26,42.99
39,22.78,43.90
40,22.33,44.78
41,21.69,46.11
42,20.84,47.98
43,19.88,50.31
44,18.97,52.71
45,18.16,55.06
46,17.22,58.06
47,16.15,61.91
48,14.95,66.88
49,13.94,71.73
50,12.68,78.90
51,11.49,87.01
52,10.16,98.40
53,9.10,109.93
54,7.72,129.53
55,3.53,283.35
56,7.76,128.82
57,8.70,114.93
58,10.10,98.97
59,11.36,88.00
60,13.40,74.65
61,13.85,72.21
62,14.83,67.43
63,15.96,62.68
64,16.93,59.06
65,18.26,54.77
66,19.08,52.42
67,20.16,49.61
68,21.17,47.23
69,22.38,44.68
70,22.49,44.47
71,22.99,43.50
72,23.42,42.70
73,23.67,42.24
74,24.07,41.55
75,24.68,40.52
76,25.18,39.71
77,25.47,39.26
78,25.77,38.80
79,25.78,38.79
80,25.81,38.74

# t culling
Frame,Frame (ms),FPS
1,10.51,95.18
2,8.95,111.72
3,7.34,136.25
4,5.46,183.26
5,3.00,333.84
6,5.70,175.50
7,7.36,135.93
8,8.90,112.37
9,10.49,95.33
10,11.84,84.46
11,13.25,75.46
12,14.53,68.84
13,15.90,62.89
14,16.95,59.00
15,19.12,52.30
16,19.45,51.40
17,20.28,49.30
18,21.21,47.14
19,22.13,45.18
20,22.82,43.82
21,23.31,42.90
22,23.56,42.44
23,24.06,41.56
24,24.56,40.72
25,25.48,39.25
26,26.10,38.32
27,26.19,38.18
28,26.42,37.85
29,26.59,37.61
30,26.49,37.76
31,26.43,37.83
32,26.28,38.06
33,26.02,38.43
34,25.64,39.01
35,25.08,39.88
36,24.30,41.16
37,23.96,41.74
38,23.87,41.89
39,23.02,43.44
40,22.53,44.38
41,21.89,45.69
42,21.07,47.46
43,20.10,49.76
44,19.06,52.46
45,18.15,55.10
46,17.16,58.26
47,16.05,62.32
48,14.69,68.07
49,13.55,73.82
50,12.10,82.63
51,10.63,94.07
52,9.16,109.21
53,7.65,130.72
54,5.29,189.10
55,2.27,440.94
56,5.45,183.59
57,7.36,135.79
58,9.03,110.71
59,10.54,94.85
60,11.94,83.77
61,13.44,74.40
62,14.56,68.68
63,15.81,63.25
64,17.90,55.86
65,18.55,53.92
66,19.45,51.42
67,20.29,49.29
68,21.26,47.03
69,22.37,44.70
70,23.03,43.42
71,23.21,43.09
72,23.59,42.40
73,24.03,41.61
74,24.45,40.89
75,25.13,39.79
76,25.52,39.18
77,25.84,38.70
78,26.03,38.42
79,26.07,38.35
80,26.18,38.19

# KD tree
Frame,Frame (ms),FPS
1,1.66,603.83
2,1.61,622.79
3,1.44,695.20
4,1.41,711.36
5,1.17,854.68
6,1.66,601.23
7,1.44,692.79
8,1.51,661.15
9,1.56,640.26
10,1.64,609.88
11,1.74,575.28
12,1.76,569.53
13,1.85,539.22
14,1.88,533.28
15,1.89,528.36
16,1.98,505.67
17,1.91,522.51
18,2.02,496.19
19,1.99,502.29
20,2.22,449.69
21,2.11,473.25
22,2.01,497.63
23,2.11,473.06
24,2.18,458.68
25,2.21,451.78
26,2.15,464.11
27,2.23,448.19
28,2.22,449.77
29,2.16,463.31
30,2.16,463.68
31,2.24,446.20
32,2.16,463.41
33,2.22,450.12
34,2.21,451.64
35,2.25,445.40
36,2.24,445.62
37,2.23,448.19
38,2.50,399.57
39,2.25,445.31
40,2.10,475.55
41,2.16,462.49
42,2.19,456.67
43,2.09,479.16
44,2.01,498.08
45,1.94,515.53
46,1.92,520.55
47,1.93,519.23
48,1.87,533.57
49,1.80,555.55
50,1.67,599.11
51,1.69,593.09
52,1.80,556.42
53,1.52,658.22
54,1.29,774.30
55,1.14,879.38
56,1.40,714.26
57,1.53,654.65
58,1.60,624.32
59,1.59,628.55
60,1.73,577.32
61,1.83,547.86
62,1.80,556.14
63,1.87,535.63
64,2.01,497.71
65,2.02,495.48
66,2.02,495.27
67,2.06,484.38
68,2.14,467.72
69,2.15,465.80
70,2.54,393.43
71,2.15,464.43
72,2.22,450.32
73,2.24,445.53
74,2.21,453.13
75,2.25,444.20
76,2.27,440.28
77,2.18,457.80
78,2.24,446.46
79,2.19,456.35
80,2.34,426.73

