step,rot_degrees,frame_ms,fps
1,3.6,28.6162,34.9453
2,7.2,33.1,30.2115
3,10.8,25.8127,38.7406
4,14.4,25.0131,39.9791
5,18,24.19,41.3395
6,21.6,23.7154,42.1667
7,25.2,23.2813,42.953
8,28.8,22.711,44.0316
9,32.4,22.0905,45.2683
10,36,22.0151,45.4234
11,39.6,21.9108,45.6397
12,43.2,21.5517,46.4001
13,46.8,21.7359,46.0067
14,50.4,22.1625,45.1213
15,54,22.0704,45.3096
16,57.6,23.2709,42.9722
17,61.2,23.2859,42.9445
18,64.8,22.9959,43.4861
19,68.4,22.7426,43.9704
20,72,22.8361,43.7903
21,75.6,22.8708,43.7238
22,79.2,22.5693,44.3079
23,82.8,22.278,44.8873
24,86.4,21.9784,45.4993
25,90,21.801,45.8695
26,93.6,22.1229,45.202
27,97.2,22.8193,43.8225
28,100.8,23.4404,42.6613
29,104.4,23.7779,42.0558
30,108,24.2314,41.2688
31,111.6,24.4659,40.8732
32,115.2,24.2497,41.2376
33,118.8,24.2824,41.1821
34,122.4,24.0064,41.6556
35,126,24.4379,40.92
36,129.6,24.1577,41.3946
37,133.2,24.4546,40.892
38,136.8,24.276,41.193
39,140.4,24.0334,41.6088
40,144,24.1883,41.3423
41,147.6,25.1726,39.7257
42,151.2,25.6188,39.0338
43,154.8,26.7635,37.3643
44,158.4,27.7639,36.018
45,162,28.4971,35.0913
46,165.6,29.7773,33.5826
47,169.2,30.864,32.4003
48,172.8,32.2219,31.0348
49,176.4,32.9524,30.3468
50,180,34.0094,29.4036
51,183.6,34.9969,28.574
52,187.2,36.2504,27.5859
53,190.8,52.9516,18.8852
54,194.4,37.7865,26.4645
55,198,41.7321,23.9623
56,201.6,39.1092,25.5694
57,205.2,40.1162,24.9276
58,208.8,40.0973,24.9394
59,212.4,41.0461,24.3628
60,216,41.4502,24.1253
61,219.6,41.7092,23.9755
62,223.2,42.0167,23.8001
63,226.8,42.2016,23.6958
64,230.4,41.9833,23.819
65,234,41.6038,24.0363
66,237.6,41.5355,24.0758
67,241.2,41.5777,24.0514
68,244.8,41.6059,24.0351
69,248.4,41.4159,24.1453
70,252,41.0025,24.3887
71,255.6,41.2494,24.2428
72,259.2,40.769,24.5285
73,262.8,39.7863,25.1343
74,266.4,39.5497,25.2847
75,270,39.0048,25.6379
76,273.6,39.4389,25.3557
77,277.2,40.8001,24.5097
78,280.8,41.5364,24.0753
79,284.4,43.325,23.0814
80,288,42.0324,23.7912
81,291.6,42.192,23.7012
82,295.2,41.2926,24.2174
83,298.8,40.9196,24.4381
84,302.4,40.186,24.8843
85,306,39.8369,25.1024
86,309.6,39.2587,25.472
87,313.2,38.8046,25.7702
88,316.8,38.2488,26.1446
89,320.4,37.5943,26.5998
90,324,36.9898,27.0345
91,327.6,36.486,27.4078
92,331.2,35.5847,28.102
93,334.8,34.7585,28.77
94,338.4,33.8164,29.5714
95,342,32.7775,30.5088
96,345.6,32.0184,31.232
97,349.2,31.0689,32.1865
98,352.8,30.3661,32.9314
99,356.4,29.1152,34.3463
100,360,28.0932,35.5958
