# Bounding Box Culling
Frame,Frame (ms),FPS
1,1.51,663.39
2,1.46,682.75
3,1.54,649.00
4,1.48,674.28
5,1.47,680.57
6,1.54,650.94
7,1.47,682.02
8,1.51,661.25
9,1.51,662.48
10,1.51,662.51
11,1.52,657.95
12,1.52,657.75
13,1.53,654.95
14,1.48,674.59
15,1.82,548.64
16,1.48,673.54
17,1.56,639.46
18,1.47,679.81
19,1.53,651.49
20,1.53,655.73
21,1.52,656.11
22,1.51,664.21
23,1.59,628.99
24,1.55,644.18
25,1.54,649.17
26,1.53,652.78
27,1.53,651.83
28,1.58,632.27
29,1.61,621.27
30,1.61,619.56
31,1.61,622.52
32,1.60,623.63
33,1.57,637.08
34,1.57,637.08
35,1.84,543.31
36,1.61,620.48
37,1.60,623.40
38,1.61,622.86
39,1.60,625.99
40,1.64,608.57
41,1.63,612.97
42,1.64,609.78
43,1.63,613.36
44,1.63,611.68
45,1.59,629.68
46,1.62,618.65
47,1.63,612.68
48,1.61,622.21
49,1.58,631.29
50,1.62,619.05
51,1.57,635.09
52,1.53,654.15
53,1.59,627.56
54,1.51,660.38
55,1.51,660.48
56,1.58,634.00
57,1.54,650.10
58,1.58,632.37
59,1.56,642.03
60,1.94,515.66
61,1.53,651.64
62,1.58,631.19
63,1.59,627.03
64,1.59,630.82
65,1.56,639.94
66,1.59,628.78
67,1.55,645.81
68,1.56,641.00
69,1.64,608.64
70,1.58,634.59
71,1.58,634.22
72,1.58,631.37
73,1.58,632.29
74,1.57,638.90
75,1.57,637.27
76,1.56,641.22
77,1.55,643.15
78,1.57,635.36
79,1.51,662.80
80,1.70,589.04

# t culling
Frame,Frame (ms),FPS
1,1.49,670.73
2,1.50,667.10
3,1.48,676.26
4,1.48,676.88
5,1.46,685.56
6,1.48,674.92
7,1.53,653.66
8,1.46,684.19
9,1.51,661.48
10,1.52,656.84
11,1.50,665.74
12,1.53,651.61
13,1.50,668.05
14,1.87,534.72
15,1.53,655.33
16,1.52,656.93
17,1.47,680.15
18,1.44,692.04
19,1.51,660.93
20,1.46,685.73
21,1.53,653.98
22,1.48,675.45
23,1.51,663.25
24,1.55,646.43
25,1.54,648.01
26,1.57,635.58
27,1.57,637.26
28,1.55,645.45
29,1.53,652.50
30,1.56,640.11
31,1.55,644.24
32,1.61,621.16
33,1.56,642.27
34,1.76,568.84
35,1.54,647.41
36,1.54,648.26
37,1.55,646.90
38,1.51,664.19
39,1.48,674.53
40,1.52,656.11
41,1.52,657.30
42,1.53,655.54
43,1.49,669.41
44,1.51,661.97
45,1.51,663.72
46,1.49,672.29
47,1.44,696.73
48,1.45,688.25
49,1.44,695.18
50,1.44,695.24
51,1.41,707.30
52,1.49,672.83
53,1.40,714.16
54,1.40,713.72
55,1.42,704.10
56,1.42,704.20
57,1.44,696.80
58,1.47,679.51
59,1.81,552.40
60,1.43,699.02
61,1.47,681.98
62,1.44,695.69
63,1.43,699.35
64,1.47,678.17
65,1.44,693.74
66,1.48,676.30
67,1.49,673.21
68,1.48,673.61
69,1.47,680.58
70,1.45,690.76
71,1.42,703.25
72,1.46,685.23
73,1.48,673.90
74,1.48,675.84
75,1.48,674.70
76,1.48,674.74
77,1.46,686.21
78,1.48,675.53
79,1.63,613.16
80,1.42,702.40

# KD tree
Frame,Frame (ms),FPS
1,1.42,703.63
2,1.45,691.49
3,1.45,689.08
4,1.41,709.71
5,1.43,697.77
6,1.43,700.15
7,1.41,711.30
8,1.44,693.54
9,1.43,698.13
10,1.43,699.50
11,1.47,681.53
12,1.43,698.44
13,1.43,698.05
14,1.44,693.35
15,1.42,702.13
16,1.75,571.89
17,1.40,712.11
18,1.39,719.78
19,1.39,718.62
20,1.42,703.08
21,1.39,719.82
22,1.40,716.06
23,1.46,683.67
24,1.47,679.43
25,1.40,712.42
26,1.47,679.01
27,1.48,677.56
28,1.41,710.79
29,1.46,684.54
30,1.47,680.23
31,1.40,714.10
32,1.46,682.68
33,1.42,702.15
34,1.47,678.62
35,1.45,688.98
36,1.56,642.94
37,1.45,691.46
38,1.45,689.66
39,1.41,707.40
40,1.38,724.44
41,1.37,727.31
42,1.40,714.31
43,1.38,726.42
44,1.43,700.83
45,1.42,704.22
46,1.40,712.18
47,1.41,709.67
48,1.38,724.79
49,1.43,700.57
50,1.40,715.60
51,1.38,723.66
52,1.39,720.13
53,1.39,721.55
54,1.34,745.02
55,1.38,726.56
56,1.35,742.90
57,1.35,741.48
58,1.39,720.41
59,1.33,749.54
60,1.40,714.54
61,1.80,555.39
62,1.41,709.49
63,1.40,713.17
64,1.40,712.11
65,1.38,725.87
66,1.37,728.04
67,1.41,708.96
68,1.40,716.73
69,1.42,704.61
70,1.45,690.63
71,1.42,705.93
72,1.37,731.20
73,1.43,701.41
74,1.43,697.34
75,1.43,698.31
76,1.40,716.16
77,1.38,723.70
78,1.38,726.67
79,1.44,693.20
80,1.42,706.05

