step,rot_degrees,frame_ms,fps
1,9,21.4902,46.5328
2,18,24.9605,40.0633
3,27,17.4568,57.2843
4,36,17.1519,58.3026
5,45,16.4074,60.948
6,54,16.4952,60.6238
7,63,17.1924,58.1652
8,72,17.5087,57.1145
9,81,17.1755,58.2225
10,90,16.7795,59.5966
11,99,17.7861,56.2236
12,108,18.4908,54.0809
13,117,18.5604,53.8781
14,126,18.1086,55.2224
15,135,17.874,55.9471
16,144,18.4323,54.2527
17,153,19.1694,52.1665
18,162,20.4252,48.959
19,171,22.2714,44.9006
20,180,24.1125,41.4722
21,189,25.9372,38.5547
22,198,26.8443,37.2519
23,207,27.8686,35.8827
24,216,28.2925,35.3451
25,225,27.9017,35.8401
26,234,28.0764,35.6171
27,243,36.1975,27.6262
28,252,36.6046,27.3189
29,261,32.998,30.3049
30,270,31.8289,31.4179
31,279,29.4409,33.9663
32,288,30.6408,32.6362
33,297,29.3792,34.0377
34,306,28.9769,34.5102
35,315,28.042,35.6608
36,324,32.9636,30.3365
37,333,27.8354,35.9255
38,342,26.9994,37.0379
39,351,23.0591,43.3668
40,360,20.6922,48.3275
