step,rot_degrees,frame_ms,fps
1,9,8.5701,116.685
2,18,14.9631,66.8311
3,27,8.84723,113.03
4,36,7.86985,127.067
5,45,7.69934,129.881
6,54,7.62329,131.177
7,63,7.41341,134.891
8,72,7.22953,138.322
9,81,6.87969,145.355
10,90,6.57498,152.092
11,99,6.88608,145.221
12,108,7.45258,134.182
13,117,7.77188,128.669
14,126,8.06177,124.042
15,135,8.37532,119.398
16,144,8.6229,115.97
17,153,8.87078,112.73
18,162,9.15101,109.278
19,171,9.16045,109.165
20,180,9.30301,107.492
21,189,9.48381,105.443
22,198,10.3858,96.2854
23,207,9.73586,102.713
24,216,9.66855,103.428
25,225,9.54183,104.802
26,234,9.21138,108.561
27,243,8.88917,112.496
28,252,8.43952,118.49
29,261,8.0645,124
30,270,7.65721,130.596
31,279,8.18702,122.145
32,288,8.59242,116.382
33,297,9.05993,110.376
34,306,9.34556,107.003
35,315,9.47626,105.527
36,324,9.39484,106.441
37,333,9.23346,108.302
38,342,8.96058,111.6
39,351,8.83495,113.187
40,360,8.72239,114.647
