# Bounding Box Culling
Frame,Frame (ms),FPS
72,37.86,26.41
73,37.85,26.42
74,37.96,26.34
75,39.00,25.64
76,38.28,26.12
77,38.31,26.10
78,38.22,26.16
79,38.10,26.25
80,38.17,26.20
81,38.15,26.21
82,38.19,26.18
83,38.19,26.18
84,38.23,26.16
85,38.28,26.13
86,38.30,26.11
87,38.99,25.65
88,38.45,26.01
89,38.39,26.05
90,38.63,25.89
91,38.73,25.82
92,39.04,25.62
93,39.31,25.44
94,39.50,25.32
95,39.77,25.14
96,39.98,25.01
97,40.34,24.79
98,40.69,24.57
99,40.80,24.51
100,41.20,24.27
101,42.34,23.62
102,41.75,23.95
103,41.91,23.86
104,42.30,23.64
105,42.53,23.52
106,42.61,23.47
107,42.67,23.44
108,43.16,23.17
109,43.36,23.06
110,43.43,23.03
111,43.53,22.97
112,43.72,22.87
113,44.02,22.72
114,44.32,22.57
115,44.41,22.52
116,44.74,22.35
117,44.69,22.38
118,45.02,22.21
119,45.11,22.17
120,45.37,22.04
121,45.54,21.96
122,45.97,21.75
123,46.09,21.70
124,46.36,21.57
125,46.91,21.32
126,46.81,21.36
127,46.80,21.37
128,46.74,21.40
129,46.81,21.36
130,46.99,21.28
131,47.12,21.22
132,47.41,21.09
133,46.96,21.30
134,46.92,21.31
135,46.86,21.34
136,47.05,21.25
137,46.74,21.39
138,46.81,21.36
139,46.56,21.48
140,46.37,21.57
141,46.11,21.69
142,45.89,21.79
143,45.91,21.78
144,45.97,21.75
145,46.84,21.35
146,46.28,21.61
147,46.18,21.65
148,45.97,21.75
149,46.21,21.64
150,46.55,21.48
151,46.86,21.34
152,47.41,21.09
153,47.31,21.14
154,47.50,21.05
155,47.73,20.95
156,47.74,20.95
157,47.98,20.84
158,48.34,20.69
159,48.43,20.65
160,48.65,20.55
161,48.53,20.61
162,48.51,20.61
163,48.80,20.49
164,48.89,20.46
165,48.60,20.58
166,50.09,19.96
167,48.97,20.42
168,49.11,20.36
169,48.71,20.53
170,48.38,20.67
171,48.47,20.63
172,48.37,20.68
173,48.17,20.76
174,48.44,20.64
175,48.39,20.66
176,48.20,20.75
177,47.90,20.88
178,47.44,21.08
179,47.16,21.20
180,46.99,21.28
181,46.75,21.39
182,46.54,21.49
183,45.79,21.84
184,45.64,21.91
185,45.68,21.89
186,45.25,22.10
187,45.14,22.15
188,45.67,21.90
189,44.14,22.65
190,43.36,23.06
191,42.25,23.67
192,41.32,24.20
193,40.38,24.76
194,39.60,25.25
195,38.76,25.80
196,38.12,26.23
197,37.83,26.43
198,53.84,18.57
199,39.55,25.28
200,37.15,26.92

