# Bounding Box Culling
Frame,Frame (ms),FPS
1,91.74,10.90
2,94.70,10.56
3,93.63,10.68
4,91.76,10.90
5,91.85,10.89
6,91.91,10.88
7,91.83,10.89
8,91.75,10.90
9,91.58,10.92
10,91.92,10.88
11,91.95,10.88
12,92.53,10.81
13,92.26,10.84
14,92.53,10.81
15,92.19,10.85
16,93.50,10.70
17,92.27,10.84
18,92.56,10.80
19,92.17,10.85
20,92.08,10.86
21,92.12,10.86
22,92.20,10.85
23,91.97,10.87
24,91.71,10.90
25,91.63,10.91
26,91.87,10.88
27,91.24,10.96
28,91.75,10.90
29,90.71,11.02
30,90.38,11.06
31,89.92,11.12
32,89.73,11.14
33,89.54,11.17
34,89.81,11.13
35,89.76,11.14
36,89.76,11.14
37,89.75,11.14
38,89.89,11.12
39,90.44,11.06
40,90.75,11.02
41,90.44,11.06
42,90.68,11.03
43,90.75,11.02
44,90.96,10.99
45,91.05,10.98
46,90.96,10.99
47,91.22,10.96
48,91.50,10.93
49,91.25,10.96
50,91.54,10.92
51,91.34,10.95
52,91.32,10.95
53,93.92,10.65
54,93.44,10.70
55,91.41,10.94
56,91.61,10.92
57,91.74,10.90
58,91.60,10.92
59,91.61,10.92
60,91.38,10.94
61,91.19,10.97
62,91.53,10.92
63,91.65,10.91
64,91.58,10.92
65,93.38,10.71
66,91.48,10.93
67,91.31,10.95
68,90.75,11.02
69,90.70,11.03
70,91.05,10.98
71,91.38,10.94
72,91.29,10.95
73,91.54,10.92
74,92.13,10.85
75,92.21,10.85
76,92.34,10.83
77,93.63,10.68
78,92.91,10.76
79,93.26,10.72
80,93.15,10.73
81,93.56,10.69
82,94.14,10.62
83,94.37,10.60
84,94.93,10.53
85,95.28,10.49
86,95.99,10.42
87,97.60,10.25
88,97.23,10.28
89,97.89,10.22
90,97.98,10.21
91,98.63,10.14
92,99.54,10.05
93,100.16,9.98
94,101.26,9.88
95,101.84,9.82
96,102.27,9.78
97,103.29,9.68
98,103.92,9.62
99,104.53,9.57
100,105.37,9.49
101,106.09,9.43
102,107.97,9.26
103,107.74,9.28
104,108.50,9.22
105,122.00,8.20
106,117.58,8.51
107,110.73,9.03
108,117.94,8.48
109,113.15,8.84
110,112.99,8.85
111,127.83,7.82
112,113.46,8.81
113,112.13,8.92
114,112.34,8.90
115,112.33,8.90
116,112.41,8.90
117,112.54,8.89
118,112.75,8.87
119,114.45,8.74
120,113.42,8.82
121,113.78,8.79
122,113.75,8.79
123,113.86,8.78
124,113.86,8.78
125,113.99,8.77
126,113.56,8.81
127,113.46,8.81
128,113.52,8.81
129,113.39,8.82
130,114.19,8.76
131,113.53,8.81
132,113.32,8.82
133,112.97,8.85
134,112.83,8.86
135,113.07,8.84
136,112.63,8.88
137,112.38,8.90
138,112.53,8.89
139,112.10,8.92
140,111.88,8.94
141,112.95,8.85
142,111.78,8.95
143,111.36,8.98
144,111.13,9.00
145,111.28,8.99
146,110.92,9.02
147,110.73,9.03
148,110.69,9.03
149,114.85,8.71
150,112.99,8.85
151,111.19,8.99
152,111.23,8.99
153,111.15,9.00
154,111.46,8.97
155,111.55,8.96
156,111.58,8.96
157,111.79,8.95
158,111.85,8.94
159,113.95,8.78
160,112.32,8.90
161,112.34,8.90
162,112.26,8.91
163,112.61,8.88
164,112.88,8.86
165,113.60,8.80
166,113.80,8.79
167,114.17,8.76
168,114.64,8.72
169,114.28,8.75
170,115.24,8.68
171,114.45,8.74
172,114.35,8.75
173,113.78,8.79
174,113.26,8.83
175,112.82,8.86
176,112.69,8.87
177,112.03,8.93
178,112.12,8.92
179,111.73,8.95
180,111.32,8.98
181,112.17,8.92
182,111.13,9.00
183,110.77,9.03
184,110.23,9.07
185,109.51,9.13
186,108.59,9.21
187,107.91,9.27
188,107.59,9.29
189,107.61,9.29
190,108.60,9.21
191,107.03,9.34
192,106.43,9.40
193,105.57,9.47
194,104.66,9.55
195,104.27,9.59
196,103.58,9.65
197,102.99,9.71
198,102.22,9.78
199,101.43,9.86
200,101.30,9.87

# t culling
Frame,Frame (ms),FPS
1,40.53,24.67
2,40.55,24.66
3,40.81,24.50
4,40.78,24.52
5,40.84,24.48
6,41.09,24.34
7,41.30,24.21
8,42.49,23.54
9,41.85,23.90
10,42.40,23.58
11,42.05,23.78
12,42.29,23.65
13,42.39,23.59
14,42.53,23.51
15,42.68,23.43
16,42.68,23.43
17,42.79,23.37
18,42.77,23.38
19,42.92,23.30
20,42.98,23.27
21,43.09,23.21
22,43.12,23.19
23,42.97,23.27
24,42.94,23.29
25,42.93,23.29
26,42.93,23.30
27,42.90,23.31
28,42.78,23.37
29,42.69,23.43
30,42.62,23.46
31,42.70,23.42
32,60.53,16.52
33,42.36,23.61
34,42.83,23.35
35,42.05,23.78
36,41.93,23.85
37,41.82,23.91
38,41.68,23.99
39,41.70,23.98
40,41.68,23.99
41,41.73,23.96
42,41.76,23.94
43,41.42,24.14
44,41.31,24.21
45,41.14,24.31
46,41.10,24.33
47,40.87,24.47
48,40.68,24.58
49,40.63,24.61
50,40.67,24.59
51,40.88,24.46
52,40.40,24.75
53,40.73,24.55
54,41.11,24.33
55,41.49,24.10
56,41.92,23.86
57,43.21,23.14
58,42.69,23.42
59,42.85,23.34
60,42.63,23.46
61,42.61,23.47
62,43.06,23.22
63,43.02,23.24
64,43.12,23.19
65,43.07,23.22
66,42.98,23.26
67,42.81,23.36
68,42.59,23.48
69,42.45,23.56
70,42.28,23.65
71,42.14,23.73
72,41.94,23.84
73,41.75,23.95
74,41.82,23.91
75,41.63,24.02
76,41.49,24.10
77,42.27,23.66
78,40.96,24.41
79,40.92,24.44
80,40.56,24.65
81,40.53,24.67
82,40.43,24.74
83,40.30,24.81
84,40.04,24.98
85,40.03,24.98
86,39.96,25.02
87,39.99,25.00
88,40.12,24.92
89,40.22,24.86
90,40.44,24.73
91,40.72,24.56
92,41.49,24.10
93,41.58,24.05
94,42.04,23.79
95,42.54,23.51
96,43.17,23.16
97,43.80,22.83
98,44.41,22.52
99,44.97,22.23
100,45.90,21.79
101,46.75,21.39
102,46.92,21.32
103,47.37,21.11
104,47.96,20.85
105,48.61,20.57
106,49.62,20.15
107,49.99,20.00
108,50.44,19.83
109,50.72,19.71
110,51.17,19.54
111,51.58,19.39
112,52.05,19.21
113,52.40,19.08
114,53.08,18.84
115,53.56,18.67
116,54.09,18.49
117,54.39,18.39
118,55.00,18.18
119,55.14,18.14
120,55.99,17.86
121,55.91,17.89
122,56.28,17.77
123,56.62,17.66
124,56.86,17.59
125,57.07,17.52
126,57.15,17.50
127,57.25,17.47
128,57.30,17.45
129,58.59,17.07
130,57.80,17.30
131,57.88,17.28
132,57.69,17.34
133,57.95,17.26
134,57.69,17.34
135,57.64,17.35
136,57.92,17.27
137,57.70,17.33
138,57.76,17.31
139,61.04,16.38
140,57.69,17.33
141,57.49,17.39
142,57.18,17.49
143,57.04,17.53
144,57.09,17.52
145,56.94,17.56
146,58.18,17.19
147,57.01,17.54
148,57.06,17.52
149,56.84,17.59
150,56.99,17.55
151,57.04,17.53
152,57.11,17.51
153,57.22,17.48
154,57.14,17.50
155,57.13,17.51
156,57.07,17.52
157,57.11,17.51
158,57.21,17.48
159,57.11,17.51
160,57.10,17.51
161,56.91,17.57
162,56.83,17.60
163,56.73,17.63
164,57.68,17.34
165,56.57,17.68
166,56.01,17.85
167,54.85,18.23
168,53.77,18.60
169,52.51,19.04
170,51.26,19.51
171,50.12,19.95
172,48.95,20.43
173,47.91,20.87
174,47.35,21.12
175,46.34,21.58
176,45.80,21.84
177,45.36,22.05
178,45.08,22.18
179,45.08,22.18
180,44.77,22.34
181,44.76,22.34
182,44.73,22.36
183,44.61,22.42
184,45.45,22.00
185,44.66,22.39
186,45.04,22.20
187,46.06,21.71
188,47.60,21.01
189,48.72,20.53
190,48.72,20.53
191,48.42,20.65
192,48.03,20.82
193,47.50,21.05
194,46.95,21.30
195,46.57,21.47
196,46.23,21.63
197,45.84,21.81
198,45.39,22.03
199,45.05,22.20
200,44.80,22.32

# KD tree
Frame,Frame (ms),FPS
1,35.48,28.18
2,35.43,28.22
3,35.49,28.18
4,35.75,27.97
5,35.59,28.10
6,35.69,28.02
7,35.73,27.99
8,35.82,27.92
9,35.99,27.79
10,35.93,27.83
11,35.96,27.81
12,35.99,27.79
13,37.01,27.02
14,36.26,27.58
15,36.27,27.57
16,36.11,27.69
17,36.09,27.71
18,36.14,27.67
19,36.16,27.66
20,36.17,27.64
21,36.04,27.74
22,35.94,27.82
23,35.88,27.87
24,35.86,27.89
25,35.68,28.03
26,35.50,28.17
27,35.13,28.46
28,34.88,28.67
29,34.65,28.86
30,34.24,29.20
31,34.17,29.27
32,34.12,29.31
33,33.94,29.47
34,33.82,29.57
35,33.64,29.73
36,33.62,29.74
37,33.74,29.64
38,33.81,29.58
39,34.72,28.80
40,34.32,29.13
41,34.55,28.95
42,34.53,28.96
43,34.67,28.85
44,34.92,28.63
45,35.08,28.51
46,35.18,28.42
47,35.28,28.34
48,35.42,28.23
49,35.88,27.87
50,35.68,28.02
51,35.77,27.95
52,35.93,27.83
53,35.91,27.85
54,35.93,27.83
55,35.96,27.81
56,36.00,27.78
57,36.13,27.68
58,36.30,27.55
59,36.30,27.55
60,36.42,27.46
61,36.51,27.39
62,36.52,27.38
63,36.52,27.38
64,36.62,27.31
65,36.79,27.18
66,37.00,27.03
67,36.85,27.14
68,37.06,26.99
69,37.20,26.88
70,37.49,26.68
71,37.85,26.42
