step,rot_degrees,frame_ms,fps,nodes_visited,leaves_visited
132,236.418,6.90215,144.882,8699801,1063757
133,238.209,6.59178,151.704,8232091,1013950
134,240,6.31867,158.261,7744003,962757
135,241.791,6.09763,163.998,7297875,914774
136,243.582,5.79682,172.508,6889255,870265
137,245.373,5.59659,178.68,6511820,828721
138,247.164,5.42606,184.296,6161914,790302
139,248.955,5.20173,192.244,5844751,751760
140,250.746,5.07071,197.211,5547939,715694
141,252.537,4.89546,204.271,5267829,681555
142,254.328,4.6971,212.897,5002248,649363
143,256.119,4.58351,218.174,4756185,618990
144,257.91,4.75061,210.499,4552556,590358
145,259.701,4.32745,231.083,4388487,563307
146,261.493,4.2357,236.089,4237415,537430
147,263.284,4.06343,246.097,4023605,512581
148,265.075,3.95646,252.751,3810296,488638
149,266.866,3.77755,264.722,3602919,465687
150,268.657,3.64631,274.25,3401794,443908
151,270.448,3.6351,275.096,3256818,430475
152,272.239,3.62852,275.595,3269666,440481
153,274.03,3.61193,276.86,3287513,451321
154,275.821,3.63674,274.971,3310674,463191
155,277.612,3.74298,267.167,3394925,478803
156,279.403,3.73915,267.441,3491825,496474
157,281.194,3.80786,262.615,3647776,515908
158,282.985,3.94663,253.381,3820524,536646
159,284.776,4.10616,243.536,3987351,556610
160,286.567,4.20179,237.994,4159828,575867
161,288.358,4.26088,234.694,4341179,596019
162,290.149,4.38107,228.255,4533007,617496
163,291.94,4.50273,222.088,4736721,640738
164,293.731,4.63178,215.9,4955552,666167
165,295.522,4.75041,210.508,5191654,693813
166,297.313,4.9295,202.86,5442531,723370
167,299.104,5.09651,196.213,5712645,755371
168,300.896,5.23554,191.002,6010655,790056
169,302.687,5.46178,183.09,6335491,827991
170,304.478,5.67364,176.254,6687736,869877
171,306.269,5.88168,170.019,7071653,916339
172,308.06,6.16432,162.224,7492744,966815
173,309.851,6.41721,155.831,7956455,1021002
174,311.642,6.66048,150.139,8430227,1075133
175,313.433,6.93474,144.202,8875373,1125482
176,315.224,7.2242,138.424,9296493,1171439
177,317.015,7.45904,134.065,9691733,1211837
178,318.806,7.63638,130.952,10070760,1248697
179,320.597,7.8837,126.844,10434094,1280547
180,322.388,8.31154,120.315,10789747,1310050
181,324.179,8.26377,121.01,11139856,1336504
182,325.97,8.74853,114.305,11476992,1360457
183,327.761,8.63051,115.868,11804156,1383888
184,329.552,8.82651,113.295,12124804,1406808
185,331.343,8.99742,111.143,12439731,1429686
186,333.134,9.20114,108.682,12752820,1452560
187,334.925,9.36534,106.777,13065872,1475185
188,336.716,9.52014,105.041,13378608,1497856
189,338.507,9.73347,102.738,13682508,1517011
190,340.299,9.90678,100.941,13978160,1532297
191,342.09,10.0914,99.0946,14260804,1547685
192,343.881,10.2313,97.739,14527325,1563996
193,345.672,10.4526,95.6701,14799578,1583621
194,347.463,10.6729,93.6954,15132668,1605098
195,349.254,10.8481,92.1824,15465439,1626581
196,351.045,11.0743,90.2993,15797310,1647289
197,352.836,11.3328,88.2395,16103111,1661995
198,354.627,11.535,86.6926,16411338,1677099
199,356.418,11.7412,85.1702,16727570,1696625
200,358.209,11.9461,83.7092,17046411,1718841
201,360,12.1807,82.097,17365151,1742379
