step,rot_degrees,frame_ms,fps
1,3.6,1.59119,628.46
2,7.2,1.735,576.371
3,10.8,1.48954,671.349
4,14.4,1.54001,649.345
5,18,1.466,682.126
6,21.6,1.47109,679.766
7,25.2,1.48001,675.671
8,28.8,1.50679,663.662
9,32.4,1.51915,658.265
10,36,1.41958,704.436
11,39.6,1.61503,619.185
12,43.2,1.42634,701.096
13,46.8,1.48414,673.791
14,50.4,1.49098,670.699
15,54,1.4652,682.499
16,57.6,2.23104,448.222
17,61.2,1.45604,686.796
18,64.8,1.45349,687.999
19,68.4,1.47854,676.344
20,72,1.48387,673.914
21,75.6,1.49091,670.731
22,79.2,1.49903,667.099
23,82.8,1.47872,676.261
24,86.4,1.47737,676.88
25,90,1.45867,685.556
26,93.6,1.48165,674.921
27,97.2,1.52984,653.661
28,100.8,1.46158,684.193
29,104.4,1.51176,661.48
30,108,1.52245,656.836
31,111.6,1.50209,665.738
32,115.2,1.53466,651.608
33,118.8,1.49689,668.05
34,122.4,1.87012,534.724
35,126,1.52596,655.326
36,129.6,1.52222,656.935
37,133.2,1.47026,680.15
38,136.8,1.44499,692.044
39,140.4,1.51301,660.933
40,144,1.4583,685.73
41,147.6,1.5291,653.978
42,151.2,1.48049,675.451
43,154.8,1.50772,663.251
44,158.4,1.54695,646.434
45,162,1.54319,648.008
46,165.6,1.57337,635.579
47,169.2,1.56922,637.259
48,172.8,1.5493,645.452
49,176.4,1.53257,652.498
50,180,1.56224,640.108
51,183.6,1.55221,644.244
52,187.2,1.6099,621.157
53,190.8,1.55698,642.27
54,194.4,1.75797,568.838
55,198,1.5446,647.415
56,201.6,1.54258,648.265
57,205.2,1.54583,646.904
58,208.8,1.50559,664.192
59,212.4,1.4825,674.534
60,216,1.52415,656.106
61,219.6,1.52137,657.303
62,223.2,1.52547,655.537
63,226.8,1.49386,669.408
64,230.4,1.51064,661.972
65,234,1.50665,663.723
66,237.6,1.48744,672.294
67,241.2,1.43528,696.73
68,244.8,1.45297,688.246
69,248.4,1.43847,695.182
70,252,1.43835,695.24
71,255.6,1.41383,707.301
72,259.2,1.48625,672.833
73,262.8,1.40025,714.159
74,266.4,1.4011,713.724
75,270,1.42025,704.103
76,273.6,1.42006,704.197
77,277.2,1.43512,696.803
78,280.8,1.47165,679.511
79,284.4,1.81027,552.404
80,288,1.43057,699.023
81,291.6,1.46633,681.977
82,295.2,1.43742,695.691
83,298.8,1.4299,699.352
84,302.4,1.47456,678.168
85,306,1.44147,693.738
86,309.6,1.47863,676.303
87,313.2,1.48542,673.21
88,316.8,1.48453,673.614
89,320.4,1.46933,680.582
90,324,1.44769,690.756
91,327.6,1.42197,703.25
92,331.2,1.45936,685.231
93,334.8,1.48391,673.896
94,338.4,1.47964,675.84
95,342,1.48214,674.702
96,345.6,1.48205,674.739
97,349.2,1.45729,686.206
98,352.8,1.48032,675.529
99,356.4,1.63091,613.156
100,360,1.42369,702.398
