step,rot_degrees,frame_ms,fps
1,9,8.95996,111.608
2,18,15.796,63.307
3,27,18.4931,54.0743
4,36,21.6208,46.2518
5,45,18.9543,52.7585
6,54,24.2138,41.2988
7,63,34.3086,29.1472
8,72,17.413,57.4282
9,81,10.0538,99.4646
10,90,1.92325,519.952
11,99,8.38233,119.299
12,108,13.0328,76.7293
13,117,16.1911,61.7624
14,126,19.4293,51.4687
15,135,16.3434,61.1868
16,144,12.9414,77.2713
17,153,10.9741,91.1232
18,162,8.89147,112.467
19,171,8.90482,112.299
20,180,7.68677,130.094
21,189,6.76477,147.825
22,198,6.20438,161.176
23,207,5.53282,180.74
24,216,5.19966,192.32
25,225,4.29149,233.019
26,234,3.49626,286.02
27,243,2.58196,387.302
28,252,2.10136,475.882
29,261,1.74346,573.571
30,270,1.37971,724.788
31,279,1.55443,643.325
32,288,1.92023,520.771
33,297,2.3591,423.891
34,306,2.91522,343.027
35,315,3.85861,259.161
36,324,4.67715,213.805
37,333,5.32132,187.923
38,342,5.58805,178.953
39,351,6.20112,161.261
40,360,6.9346,144.204
