step,rot_degrees,frame_ms,fps,nodes_visited,leaves_visited
201,180.449,13.8987,71.9493,474269,474269
202,181.347,13.8596,72.1524,474621,474621
203,182.244,13.9757,71.5528,474583,474583
204,183.142,13.9705,71.5797,476606,476606
205,184.04,14.0138,71.3584,478515,478515
206,184.938,14.0491,71.1788,479563,479563
207,185.835,14.0747,71.0495,480436,480436
208,186.733,14.1267,70.7879,485297,485297
209,187.631,14.3478,69.6971,488377,488377
210,188.529,14.2124,70.3609,492730,492730
211,189.426,14.1991,70.427,496702,496702
212,190.324,14.4015,69.437,500820,500820
213,191.222,14.3585,69.6451,504361,504361
214,192.12,14.3887,69.4992,508453,508453
215,193.017,14.5283,68.831,511943,511943
216,193.915,14.45,69.2042,510139,510139
217,194.813,14.4658,69.1288,510025,510025
218,195.711,14.4572,69.1696,506818,506818
219,196.608,14.4997,68.9667,503481,503481
220,197.506,14.547,68.7426,500136,500136
221,198.404,14.4897,69.0146,498070,498070
222,199.302,14.5236,68.8533,494543,494543
223,200.2,14.7748,67.6826,493375,493375
224,201.097,14.5589,68.6863,492418,492418
225,201.995,14.5237,68.8531,492026,492026
226,202.893,14.578,68.5965,492480,492480
227,203.791,14.604,68.4743,493237,493237
228,204.688,14.465,69.1322,495072,495072
229,205.586,14.5128,68.9048,497602,497602
230,206.484,14.567,68.6485,500906,500906
231,207.382,14.5157,68.8911,505665,505665
232,208.279,14.6286,68.3593,510211,510211
233,209.177,14.6186,68.406,513389,513389
234,210.075,14.6808,68.1162,513557,513557
235,210.973,14.6269,68.3671,511603,511603
236,211.87,14.5229,68.8567,505945,505945
237,212.768,14.5117,68.9101,496622,496622
238,213.666,14.4084,69.404,487911,487911
239,214.564,14.314,69.8618,481588,481588
240,215.461,14.4093,69.3996,475073,475073
241,216.359,14.2052,70.3967,470002,470002
242,217.257,14.0349,71.251,465788,465788
243,218.155,14.1097,70.873,464453,464453
244,219.052,14.0484,71.1824,459702,459702
245,219.95,13.9274,71.8008,457646,457646
246,220.848,13.9421,71.7252,454737,454737
247,221.746,13.913,71.8753,452693,452693
248,222.643,14.0409,71.2206,448918,448918
249,223.541,13.6655,73.177,446706,446706
250,224.439,13.6338,73.3469,442427,442427
251,225.337,13.5379,73.8664,440272,440272
252,226.234,13.4562,74.3152,436539,436539
253,227.132,13.3715,74.786,433503,433503
254,228.03,13.389,74.6879,429599,429599
255,228.928,13.1208,76.2146,427195,427195
256,229.825,13.1403,76.1017,424707,424707
257,230.723,13.0043,76.8976,421593,421593
258,231.621,13.0003,76.9215,419601,419601
259,232.519,12.9389,77.2866,417288,417288
260,233.416,12.8682,77.7112,414186,414186
261,234.314,12.7909,78.1806,411653,411653
262,235.212,12.6456,79.0791,405734,405734
263,236.11,12.6259,79.2025,402922,402922
264,237.007,12.5673,79.5718,399807,399807
265,237.905,12.5016,79.9899,396622,396622
266,238.803,12.4183,80.5264,392905,392905
267,239.701,12.3316,81.0925,390186,390186
268,240.599,12.1952,81.9993,387334,387334
269,241.496,12.1851,82.0678,384617,384617
270,242.394,12.3927,80.6929,382203,382203
271,243.292,12.0773,82.7999,380188,380188
272,244.19,11.9809,83.4661,378153,378153
273,245.087,11.9252,83.8559,375601,375601
274,245.985,11.8482,84.4008,373287,373287
275,246.883,11.8353,84.4927,371674,371674
276,247.781,11.7783,84.9019,369478,369478
277,248.678,11.7798,84.8908,367305,367305
278,249.576,11.8016,84.7342,364642,364642
279,250.474,11.7877,84.834,362623,362623
280,251.372,11.8127,84.6548,359826,359826
281,252.269,11.8307,84.5258,357392,357392
282,253.167,11.8545,84.3559,354913,354913
283,254.065,12.0361,83.0835,352189,352189
284,254.963,11.8983,84.0453,350207,350207
285,255.86,11.9499,83.6826,347587,347587
286,256.758,11.8375,84.4771,346455,346455
287,257.656,12.0789,82.7889,343738,343738
288,258.554,12.1037,82.619,340647,340647
289,259.451,12.1437,82.3474,337707,337707
290,260.349,12.2402,81.6977,334573,334573
291,261.247,12.2647,81.535,331509,331509
292,262.145,12.3911,80.7033,328569,328569
293,263.042,12.4819,80.1163,324639,324639
294,263.94,12.6067,79.3232,320052,320052
295,264.838,12.6982,78.7515,313265,313265
296,265.736,12.7419,78.4814,304914,304914
297,266.633,12.8411,77.8748,294188,294188
298,267.531,12.8509,77.8158,283356,283356
299,268.429,12.8555,77.7876,277432,277432
300,269.327,12.8422,77.8682,274237,274237
301,270.224,13.3111,75.1252,271497,271497
302,271.122,12.7656,78.3356,274140,274140
303,272.02,12.7928,78.1691,278793,278793
304,272.918,12.9188,77.4068,288838,288838
305,273.815,12.7727,78.2921,299926,299926
306,274.713,12.7174,78.6327,309902,309902
307,275.611,12.6484,79.0615,318634,318634
308,276.509,12.5582,79.6291,324790,324790
309,277.406,12.501,79.9935,329569,329569
310,278.304,12.6923,78.7882,332031,332031
311,279.202,12.3441,81.0101,334834,334834
312,280.1,12.2823,81.4181,337449,337449
313,280.998,12.2106,81.8964,340141,340141
314,281.895,12.123,82.488,341825,341825
315,282.793,12.2742,81.4718,345139,345139
316,283.691,12.074,82.8226,346602,346602
317,284.589,11.8663,84.2724,348949,348949
318,285.486,11.9548,83.6486,351363,351363
319,286.384,11.9997,83.3355,352990,352990
320,287.282,12.0134,83.2406,355359,355359
321,288.18,11.9656,83.5731,357939,357939
322,289.077,12.0339,83.0983,359758,359758
323,289.975,12.0241,83.1666,362341,362341
324,290.873,12.0194,83.1991,364136,364136
325,291.771,12.0678,82.8654,366873,366873
326,292.668,12.1076,82.5924,368845,368845
327,293.566,12.1516,82.2937,372021,372021
328,294.464,12.2095,81.9037,375260,375260
329,295.362,12.2785,81.4431,377313,377313
330,296.259,12.3437,81.0128,380465,380465
331,297.157,12.3809,80.7693,381458,381458
332,298.055,12.6691,78.9319,385051,385051
333,298.953,12.5648,79.5877,388652,388652
334,299.85,12.5931,79.4085,391044,391044
335,300.748,12.6489,79.0581,394215,394215
336,301.646,12.7736,78.2868,397521,397521
337,302.544,12.7931,78.167,399390,399390
338,303.441,12.8437,77.8589,403628,403628
339,304.339,12.9472,77.237,406862,406862
340,305.237,12.9972,76.9394,409245,409245
341,306.135,12.979,77.0474,413176,413176
342,307.032,13.1312,76.1543,416537,416537
343,307.93,13.2246,75.6169,420487,420487
344,308.828,13.3101,75.1309,423958,423958
345,309.726,13.3696,74.7968,426965,426965
346,310.623,13.6235,73.4027,430641,430641
347,311.521,13.4735,74.2199,433000,433000
348,312.419,13.6066,73.4939,435912,435912
349,313.317,13.6851,73.0724,437164,437164
350,314.214,13.7834,72.5508,440783,440783
351,315.112,13.8738,72.0781,443248,443248
352,316.01,13.9315,71.7798,445648,445648
353,316.908,14.0195,71.3293,448515,448515
354,317.805,14.0548,71.1502,450411,450411
355,318.703,14.0374,71.2383,453731,453731
356,319.601,14.1681,70.581,454858,454858
357,320.499,14.2566,70.1428,457651,457651
358,321.397,14.1758,70.5426,459348,459348
359,322.294,14.284,70.0084,461153,461153
360,323.192,14.3548,69.6633,465055,465055
361,324.09,14.2921,69.9689,467829,467829
362,324.988,14.4451,69.2275,472695,472695
363,325.885,14.6845,68.0989,478501,478501
364,326.783,14.5609,68.677,487225,487225
365,327.681,14.6239,68.3811,494463,494463
366,328.579,14.7806,67.6561,502289,502289
367,329.476,14.7171,67.9484,507179,507179
368,330.374,14.7376,67.8536,508257,508257
369,331.272,14.8395,67.3877,508716,508716
370,332.17,14.686,68.0922,503654,503654
371,333.067,15.0661,66.374,501657,501657
372,333.965,14.6482,68.2678,497276,497276
373,334.863,14.6633,68.1974,494215,494215
374,335.761,14.7788,67.6644,494261,494261
375,336.658,14.7432,67.8278,495514,495514
376,337.556,14.777,67.6727,495899,495899
377,338.454,14.8688,67.2549,497534,497534
378,339.352,14.7603,67.7494,501923,501923
379,340.249,14.7462,67.8141,504180,504180
380,341.147,14.826,67.4491,506763,506763
381,342.045,14.8437,67.3688,510279,510279
382,342.943,14.7717,67.6972,516076,516076
383,343.84,14.8249,67.454,523491,523491
384,344.738,14.9214,67.0178,528132,528132
385,345.636,14.8334,67.4155,531779,531779
386,346.534,14.9052,67.0907,530763,530763
387,347.431,14.8572,67.3074,528010,528010
388,348.329,14.9426,66.9229,524993,524993
389,349.227,14.7089,67.9862,520181,520181
390,350.125,14.6386,68.3124,513068,513068
391,351.022,14.6648,68.1904,509060,509060
392,351.92,14.4792,69.0647,504811,504811
393,352.818,14.4946,68.9913,500686,500686
394,353.716,14.5826,68.575,497066,497066
395,354.613,14.31,69.8814,494554,494554
396,355.511,14.3299,69.784,491615,491615
397,356.409,14.2157,70.3448,489998,489998
398,357.307,14.2898,69.9801,489034,489034
399,358.204,14.1722,70.5608,487967,487967
400,359.102,14.1315,70.7641,485124,485124
401,360,14.1853,70.4955,483468,483468
