step,rot_degrees,frame_ms,fps
1,9,109.064,9.16892
2,18,17.4709,57.2381
3,27,15.7279,63.5815
4,36,18.6181,53.7112
5,45,14.9219,67.0156
6,54,17.7679,56.2812
7,63,17.166,58.2545
8,72,11.7754,84.9231
9,81,6.94382,144.013
10,90,2.00238,499.405
11,99,7.1249,140.353
12,108,10.8657,92.0323
13,117,14.2498,70.1765
14,126,15.6056,64.0798
15,135,13.7669,72.6379
16,144,10.9291,91.4986
17,153,8.42227,118.733
18,162,7.5899,131.754
19,171,7.8619,127.196
20,180,6.9691,143.491
21,189,6.48449,154.214
22,198,6.21119,161
23,207,5.58499,179.051
24,216,4.81359,207.745
25,225,4.66952,214.155
26,234,3.93331,254.239
27,243,3.19707,312.787
28,252,2.5399,393.716
29,261,1.98079,504.849
30,270,1.49683,668.08
31,279,1.83482,545.014
32,288,2.28421,437.789
33,297,2.8348,352.758
34,306,3.62117,276.154
35,315,4.29262,232.958
36,324,4.9657,201.382
37,333,5.04319,198.287
38,342,5.42605,184.296
39,351,5.81275,172.036
40,360,6.27191,159.441
