step,rot_degrees,frame_ms,fps
1,9,134.052,7.45978
2,18,100.637,9.93674
3,27,108.778,9.19305
4,36,100.447,9.95546
5,45,99.2549,10.0751
6,54,92.8131,10.7743
7,63,92.4543,10.8162
8,72,92.0508,10.8636
9,81,90.9712,10.9925
10,90,90.5862,11.0392
11,99,90.6304,11.0338
12,108,91.7114,10.9038
13,117,92.0034,10.8692
14,126,92.0379,10.8651
15,135,91.7877,10.8947
16,144,91.0516,10.9828
17,153,92.0309,10.8659
18,162,93.2863,10.7197
19,171,95.3719,10.4853
20,180,98.1392,10.1896
21,189,101.865,9.81691
22,198,107.536,9.29922
23,207,111.546,8.96491
24,216,112.202,8.91252
25,225,113.09,8.84249
26,234,113.945,8.77619
27,243,113.351,8.82217
28,252,113.013,8.84857
29,261,112.133,8.91795
30,270,111.35,8.98065
31,279,110.971,9.01135
32,288,112.429,8.89452
33,297,112.339,8.90162
34,306,114.594,8.72646
35,315,114.373,8.74331
36,324,112.105,8.9202
37,333,110.406,9.05748
38,342,107.682,9.28658
39,351,104.639,9.55668
40,360,100.832,9.91747
