step,rot_degrees,frame_ms,fps
1,3.6,113.074,8.84376
2,7.2,105.772,9.45434
3,10.8,102.82,9.72573
4,14.4,101.636,9.83907
5,18,94.6198,10.5686
6,21.6,93.9709,10.6416
7,25.2,93.2014,10.7294
8,28.8,92.3024,10.834
9,32.4,92.1877,10.8474
10,36,92.0906,10.8589
11,39.6,91.8425,10.8882
12,43.2,91.8286,10.8899
13,46.8,91.8788,10.8839
14,50.4,93.6201,10.6815
15,54,92.6983,10.7877
16,57.6,92.5917,10.8001
17,61.2,92.2132,10.8444
18,64.8,92.2647,10.8384
19,68.4,92.4147,10.8208
20,72,93.4599,10.6998
21,75.6,102.012,9.80277
22,79.2,95.9094,10.4265
23,82.8,90.6076,11.0366
24,86.4,89.9258,11.1203
25,90,89.9895,11.1124
26,93.6,89.7677,11.1399
27,97.2,90.2674,11.0782
28,100.8,91.746,10.8997
29,104.4,91.3745,10.944
30,108,91.3825,10.943
31,111.6,91.5956,10.9176
32,115.2,91.8854,10.8831
33,118.8,91.3815,10.9431
34,122.4,91.4576,10.934
35,126,91.9745,10.8726
36,129.6,93.0367,10.7484
37,133.2,91.7234,10.9023
38,136.8,91.9831,10.8716
39,140.4,91.4269,10.9377
40,144,91.0382,10.9844
41,147.6,91.4765,10.9318
42,151.2,91.6251,10.914
43,154.8,92.4236,10.8197
44,158.4,92.5479,10.8052
45,162,93.2544,10.7233
46,165.6,94.0839,10.6288
47,169.2,94.8291,10.5453
48,172.8,96.6683,10.3447
49,176.4,97.1212,10.2964
50,180,98.3343,10.1694
51,183.6,99.7002,10.0301
52,187.2,101.135,9.88779
53,190.8,102.74,9.73326
54,194.4,104.417,9.57696
55,198,106.13,9.42239
56,201.6,107.874,9.27005
57,205.2,109.853,9.10311
58,208.8,110.769,9.02782
59,212.4,111.43,8.97426
60,216,112.822,8.8635
61,219.6,112.48,8.89047
62,223.2,112.745,8.86959
63,226.8,113.003,8.84929
64,230.4,113.57,8.80517
65,234,113.805,8.78693
66,237.6,113.789,8.78818
67,241.2,113.536,8.80774
68,244.8,113.5,8.8106
69,248.4,114.485,8.73478
70,252,113.497,8.81083
71,255.6,116.716,8.56783
72,259.2,112.239,8.90957
73,262.8,114.044,8.76856
74,266.4,111.477,8.97044
75,270,111.596,8.96088
76,273.6,110.587,9.04269
77,277.2,110.785,9.02648
78,280.8,112.051,8.92451
79,284.4,111.607,8.96
80,288,111.769,8.947
81,291.6,111.846,8.94087
82,295.2,112.206,8.91214
83,298.8,112.356,8.90026
84,302.4,113.465,8.8133
85,306,114.249,8.75284
86,309.6,114.423,8.73948
87,313.2,114.68,8.71993
88,316.8,113.487,8.81161
89,320.4,113.283,8.82747
90,324,112.073,8.92275
91,327.6,111.606,8.96013
92,331.2,110.799,9.02535
93,334.8,109.878,9.10103
94,338.4,108.221,9.24036
95,342,107.58,9.29542
96,345.6,106.685,9.37338
97,349.2,105.408,9.48692
98,352.8,104.166,9.60006
99,356.4,102.475,9.75844
100,360,100.813,9.91939
