step,rot_degrees,frame_ms,fps
1,1.63636,8.59466,116.351
2,3.27273,14.0293,71.2792
3,4.90909,8.05318,124.175
4,6.54545,7.62826,131.092
5,8.18182,11.8017,84.7336
6,9.81818,8.3809,119.319
7,11.4545,9.69355,103.161
8,13.0909,12.0452,83.0206
9,14.7273,7.27772,137.406
10,16.3636,7.06488,141.545
11,18,7.0116,142.621
12,19.6364,6.96137,143.65
13,21.2727,6.92263,144.454
14,22.9091,6.92277,144.451
15,24.5455,6.82874,146.44
16,26.1818,7.05317,141.78
17,27.8182,6.72779,148.637
18,29.4545,6.64739,150.435
19,31.0909,6.63309,150.759
20,32.7273,6.60798,151.332
21,34.3636,6.6109,151.265
22,36,6.50265,153.783
23,37.6364,7.40774,134.994
24,39.2727,6.50915,153.63
25,40.9091,6.4864,154.169
26,42.5455,6.476,154.416
27,44.1818,6.42393,155.668
28,45.8182,6.35685,157.311
29,47.4545,6.30363,158.639
30,49.0909,6.24819,160.046
31,50.7273,6.18922,161.571
32,52.3636,6.14988,162.605
33,54,6.66474,150.043
34,55.6364,6.0768,164.56
35,57.2727,6.05929,165.036
36,58.9091,6.00948,166.404
37,60.5455,5.97649,167.322
38,62.1818,5.95651,167.883
39,63.8182,5.87482,170.218
40,65.4545,5.89365,169.674
41,67.0909,5.85989,170.652
42,68.7273,5.81796,171.882
43,70.3636,12.9518,77.2095
44,72,5.83382,171.414
45,73.6364,6.0253,165.967
46,75.2727,5.6372,177.393
47,76.9091,5.58354,179.098
48,78.5455,5.51498,181.324
49,80.1818,5.4628,183.056
50,81.8182,5.39884,185.225
51,83.4545,5.34277,187.169
52,85.0909,5.24264,190.744
53,86.7273,5.35737,186.659
54,88.3636,5.08566,196.631
55,90,5.10019,196.071
56,91.6364,4.99027,200.39
57,93.2727,5.00491,199.804
58,94.9091,4.95173,201.949
59,96.5455,5.34273,187.17
60,98.1818,5.22134,191.522
61,99.8182,5.32681,187.73
62,101.455,5.42305,184.398
63,103.091,5.49641,181.937
64,104.727,5.49372,182.026
65,106.364,5.55795,179.923
66,108,5.64114,177.269
67,109.636,5.69203,175.684
68,111.273,5.71692,174.919
69,112.909,5.80588,172.239
70,114.545,5.86397,170.533
71,116.182,5.87665,170.165
72,117.818,5.93217,168.572
73,119.455,5.93343,168.537
74,121.091,5.99672,166.758
75,122.727,5.99983,166.672
76,124.364,5.95911,167.81
77,126,5.98651,167.042
78,127.636,5.97813,167.277
79,129.273,6.04715,165.367
80,130.909,6.06543,164.869
81,132.545,6.1186,163.436
82,134.182,6.17974,161.819
83,135.818,6.19399,161.447
84,137.455,6.24779,160.057
85,139.091,6.28525,159.103
86,140.727,6.2975,158.793
87,142.364,6.28036,159.227
88,144,6.32935,157.994
89,145.636,6.37104,156.96
90,147.273,6.47444,154.454
91,148.909,6.50479,153.733
92,150.545,6.57156,152.171
93,152.182,6.61539,151.163
94,153.818,6.71472,148.926
95,155.455,6.78043,147.483
96,157.091,6.81794,146.672
97,158.727,6.91741,144.563
98,160.364,6.95998,143.679
99,162,7.03354,142.176
100,163.636,7.04476,141.949
101,165.273,7.1033,140.78
102,166.909,7.16809,139.507
103,168.545,7.21418,138.616
104,170.182,7.2526,137.882
105,171.818,7.2838,137.291
106,173.455,7.30385,136.914
107,175.091,7.32361,136.545
108,176.727,7.35812,135.904
109,178.364,7.33888,136.261
110,180,7.32039,136.605
111,181.636,7.34642,136.121
112,183.273,7.36622,135.755
113,184.909,7.40752,134.998
114,186.545,7.44849,134.255
115,188.182,7.45869,134.072
116,189.818,7.46558,133.948
117,191.455,7.48364,133.625
118,193.091,7.65258,130.675
119,194.727,7.46233,134.006
120,196.364,7.43905,134.426
121,198,7.83789,127.585
122,199.636,7.51059,133.145
123,201.273,7.45412,134.154
124,202.909,7.50022,133.329
125,204.545,7.47388,133.799
126,206.182,7.45873,134.071
127,207.818,7.41776,134.812
128,209.455,7.45395,134.157
129,211.091,7.42629,134.657
130,212.727,7.41193,134.918
131,214.364,7.39927,135.148
