step,rot_degrees,frame_ms,fps
1,9,27.6387,36.1811
2,18,32.1769,31.0782
3,27,24.3644,41.0435
4,36,23.6185,42.3397
5,45,20.7491,48.1948
6,54,19.0872,52.3912
7,63,16.2021,61.7205
8,72,13.4923,74.1165
9,81,9.68675,103.234
10,90,4.42918,225.776
11,99,9.26968,107.879
12,108,12.39,80.71
13,117,15.1721,65.9106
14,126,18.1223,55.1807
15,135,20.9512,47.73
16,144,22.9897,43.4977
17,153,24.9092,40.1457
18,162,25.5514,39.1367
19,171,26.3991,37.8801
20,180,26.4848,37.7576
21,189,26.0548,38.3807
22,198,25.033,39.9473
23,207,23.6731,42.242
24,216,22.4998,44.4448
25,225,20.6992,48.3111
26,234,19.2771,51.875
27,243,15.8272,63.1823
28,252,13.2706,75.3546
29,261,9.90178,100.992
30,270,4.21998,236.968
31,279,9.92663,100.739
32,288,13.2226,75.628
33,297,15.7108,63.6505
34,306,18.4074,54.3259
35,315,20.9221,47.7963
36,324,22.6856,44.0809
37,333,24.708,40.4728
38,342,25.6989,38.9121
39,351,26.1412,38.2538
40,360,26.0627,38.369
