step,rot_degrees,frame_ms,fps
1,9,91.0201,10.9866
2,18,20.0769,49.8085
3,27,20.4583,48.8798
4,36,24.641,40.5827
5,45,31.8819,31.3657
6,54,52.4392,19.0697
7,63,69.1284,14.4658
8,72,63.1839,15.8268
9,81,66.1886,15.1084
10,90,26.9848,37.0579
11,99,59.9058,16.6929
12,108,58.4055,17.1217
13,117,59.9118,16.6912
14,126,47.41,21.0926
15,135,28.447,35.153
16,144,17.6102,56.7851
17,153,13.423,74.499
18,162,10.7074,93.3932
19,171,10.7678,92.8696
20,180,8.553,116.918
21,189,7.16552,139.557
22,198,6.86484,145.67
23,207,5.7817,172.959
24,216,5.48113,182.444
25,225,4.64233,215.409
26,234,3.95332,252.952
27,243,3.05958,326.843
28,252,2.94958,339.032
29,261,2.2579,442.89
30,270,1.87624,532.98
31,279,2.03679,490.969
32,288,2.33782,427.749
33,297,2.75174,363.406
34,306,3.18984,313.495
35,315,4.03026,248.123
36,324,5.94604,168.179
37,333,6.13412,163.023
38,342,6.02844,165.88
39,351,6.52575,153.239
40,360,7.25571,137.822
